timestamp	sai2::realsense::left_hand	sai2::realsense::right_hand	sai2::realsense::center_hips
2024-07-12 18:52:23.003478	[0.058962089091539355, 0.23364434885978705, 1.212]	[-0.23188105323538183, 0.18660540705919265, 1.813]	[-0.04197248037904501, 0.2358410996198654, 1.22]
2024-07-12 18:52:23.159843	[0.06913046988844869, 0.22692517693837494, 1.3840000000000001]	[-0.23506640536710618, 0.15000160276889807, 1.83]	[-0.04115787656977773, 0.2272859781384468, 1.222]
2024-07-12 18:52:23.329244	[0.03873089106380943, 0.013802097300688482, 1.481]	[-0.16591586597822608, -0.06842341640591622, 1.499]	[-0.040221016600728035, 0.22499638372659683, 1.226]
2024-07-12 18:52:23.484434	[-0.016005729116499424, -0.051839303255081154, 1.332]	[-0.12337913917377592, -0.10142138410607977, 1.5130000000000001]	[-0.038451750682666895, 0.22551266068220138, 1.226]
2024-07-12 18:52:23.703662	[-0.06023641387000678, 0.014013366401195593, 1.845]	[-0.11498078514263034, -0.01955227007468545, 1.799]	[-0.040096443448215724, 0.21869945347309114, 1.236]
2024-07-12 18:52:23.859087	[-0.03870818567276, -0.02460871765017507, 1.5330000000000001]	[-0.10473699225112798, -0.06681097054481507, 1.566]	[-0.03916919960919768, 0.2254081218838692, 1.227]
2024-07-12 18:52:24.028540	[0.040163750141859085, -0.024081144859393406, 1.549]	[-0.16962853929027918, -0.06067385360598565, 1.5150000000000001]	[-0.04072334580123425, 0.2268549771308899, 1.224]
2024-07-12 18:52:24.262732	[0.07011914683878419, 0.11951727215449019, 1.166]	[-0.22768308839946988, 0.08152432841062546, 1.7630000000000001]	[-0.039930304035544394, 0.23651256108283994, 1.218]
2024-07-12 18:52:24.419159	[0.07178416382521394, 0.23999521780014038, 1.213]	[-0.2049404903501272, 0.2031717672348023, 1.608]	[-0.04058483300730586, 0.2445845991373062, 1.22]
2024-07-12 18:52:24.653566	[0.05631271833926442, 0.28835374514261874, 1.186]	[-0.1574872546121478, 0.23974034941196448, 1.338]	[-0.040988419465720655, 0.24994414567947387, 1.22]
2024-07-12 18:52:24.824688	[0.05704039693996311, 0.2896404601732889, 1.189]	[-0.15814083080738783, 0.24000864338874817, 1.348]	[-0.04074161707609893, 0.24535889071226122, 1.221]
2024-07-12 18:52:24.995751	[0.05942978670448068, 0.27308873881896334, 1.199]	[-0.16802903751656414, 0.2341134429176648, 1.391]	[-0.04094187881425023, 0.24433374029397964, 1.222]
2024-07-12 18:52:25.155941	[0.07781245543062683, 0.18853591239452355, 1.539]	[-0.23528743410855532, 0.1503070814609527, 1.836]	[-0.03991709039267153, 0.22966083329916004, 1.221]
2024-07-12 18:52:25.357577	[0.038013587951660155, -0.05789558982849121, 1.504]	[-0.17878777685388922, -0.06215768746534986, 1.5070000000000001]	[-0.039217892993241556, 0.22957382807135585, 1.221]
2024-07-12 18:52:25.556669	[-0.012181368470191974, -0.13772581418355304, 1.6]	[-0.17297239995002747, -0.18048257899284367, 1.9140000000000001]	[-0.038443728748708966, 0.2276076986193657, 1.222]
2024-07-12 18:52:25.755322	[-0.035832480579614655, -0.06168526810407638, 1.321]	[-0.09801253929734229, -0.08065479020277662, 1.54]	[-0.03964625243470073, 0.2225794721841812, 1.228]
2024-07-12 18:52:25.952554	[-0.04859382462501524, -0.04500365179777145, 1.553]	[-0.09313910374045373, -0.058913759708404546, 1.584]	[-0.0387827319810167, 0.2182682619392872, 1.237]
2024-07-12 18:52:26.109561	[-0.04689492639899256, -0.05000606322288514, 1.556]	[-0.0939019368868321, -0.0617699433863163, 1.585]	[-0.038774347923696044, 0.21631754851341248, 1.236]
2024-07-12 18:52:26.281183	[-0.047112843632698055, -0.053490843594074244, 1.559]	[-0.0920110131762922, -0.06145312438408532, 1.586]	[-0.0396553627839312, 0.22204647967219354, 1.231]
2024-07-12 18:52:26.439939	[-0.04556246635504067, -0.05505092391371724, 1.557]	[-0.09238134384155275, -0.06014147455493612, 1.585]	[-0.038765080958604814, 0.21952634000778198, 1.234]
2024-07-12 18:52:26.660388	[-0.026986213495954852, -0.09557303708791728, 1.569]	[-0.1132662835903466, -0.11734071934223175, 1.574]	[-0.03866175231803209, 0.22419925338029864, 1.229]
2024-07-12 18:52:26.817824	[0.02780821354687211, -0.10732133463025097, 1.5330000000000001]	[-0.16211029256880286, -0.12730466063817342, 1.576]	[-0.03984658746421337, 0.22805309611558916, 1.222]
2024-07-12 18:52:26.974794	[0.10379200172424322, 0.029312265157699587, 1.844]	[-0.2436019018292427, 0.03410949409008026, 1.85]	[-0.03997312858700752, 0.234600972533226, 1.22]
2024-07-12 18:52:27.208111	[0.11864567346498366, 0.12924222904443738, 1.821]	[-0.2424726789817214, 0.11544095714886976, 1.82]	[-0.03971153170242906, 0.24036242356896403, 1.219]
2024-07-12 18:52:27.408471	[0.07485476013645527, 0.14150271028280256, 1.117]	[-0.23811784040182832, 0.16463081824779505, 1.818]	[-0.03990251795947552, 0.24599676564335823, 1.219]
2024-07-12 18:52:27.619551	[0.0954808211736381, 0.21774882590770725, 1.389]	[-0.23098189134523273, 0.20585672968626023, 1.797]	[-0.03983759571053088, 0.24871025362610819, 1.219]
2024-07-12 18:52:27.852471	[0.0978603112846613, 0.2102727337678274, 1.393]	[-0.2376795500703156, 0.19850743834177648, 1.834]	[-0.0396662793494761, 0.2493264454603195, 1.22]
2024-07-12 18:52:28.070975	[0.09752196925878523, 0.2114801912307739, 1.3920000000000001]	[-0.23493937293067574, 0.20314220827817916, 1.827]	[-0.039786967799998824, 0.25002790758013727, 1.219]
2024-07-12 18:52:28.305964	[0.09809867480769757, 0.20695814520120623, 1.395]	[-0.2274364716298878, 0.20620330047607416, 1.797]	[-0.03911251984722912, 0.24900635629892348, 1.218]
2024-07-12 18:52:28.536371	[0.07710719723626971, 0.1391196903586388, 1.101]	[-0.22809399319812654, 0.17973700453837704, 1.805]	[-0.03698683297634125, 0.2450067481994629, 1.216]
2024-07-12 18:52:28.691572	[0.121355415455997, 0.15953921908140184, 1.819]	[-0.22377596322074533, 0.12472533408800755, 1.834]	[-0.03331196522712707, 0.2365671920776367, 1.216]
2024-07-12 18:52:28.860749	[0.12443333063274623, 0.0869302766521771, 1.865]	[-0.2228591711372137, 0.06558039506276442, 1.832]	[-0.02883364234585315, 0.225582647562027, 1.219]
2024-07-12 18:52:29.088210	[0.12200464099645617, 0.07401043256123868, 1.858]	[-0.22009708801656963, 0.04349937272071832, 1.836]	[-0.026961999577470128, 0.23438769668340684, 1.215]
2024-07-12 18:52:29.306533	[0.11905844163894651, 0.0820887120564778, 1.856]	[-0.17868211564421652, 0.030637374083201146, 1.508]	[-0.02838547062501311, 0.23191671007871625, 1.214]
2024-07-12 18:52:29.463413	[0.11869206780195239, 0.0940300748348236, 1.851]	[-0.17664225884154441, 0.030742973327636723, 1.5030000000000001]	[-0.03194649741053581, 0.24436484652757642, 1.218]
2024-07-12 18:52:29.681836	[0.10900945164263248, 0.092219158411026, 1.834]	[-0.21932802359014747, 0.04675907510519028, 1.803]	[-0.034030151903629305, 0.23620870971679686, 1.216]
2024-07-12 18:52:29.902148	[0.0953984225168824, 0.09188852608203889, 1.7750000000000001]	[-0.2292346804216504, 0.10281007170677185, 1.82]	[-0.03485808209236711, 0.23268824565410615, 1.217]
2024-07-12 18:52:30.102029	[0.08726581078022723, 0.08392788136005395, 1.806]	[-0.24018606297299264, 0.1837542670369148, 1.813]	[-0.04889820243604481, 0.23369981133937837, 1.222]
2024-07-12 18:52:30.314303	[0.06165284178033467, -0.03626237356662747, 1.857]	[-0.20307711408846083, 0.20195532814661668, 1.4060000000000001]	[-0.06756956512760372, 0.24225013679265978, 1.221]
2024-07-12 18:52:30.576092	[0.018186513092368812, -0.06688312153021497, 1.5010000000000001]	[-0.21252365879248833, 0.228398424088955, 1.395]	[-0.07855053305067122, 0.22893186736106874, 1.233]
2024-07-12 18:52:30.809777	[0.003326873201876909, -0.05958239674568177, 1.435]	[-0.21589217559993265, 0.23721157157421116, 1.3860000000000001]	[-0.084872579947114, 0.24752629175782206, 1.225]
2024-07-12 18:52:31.037937	[0.0035512021668255077, -0.008353912373383864, 1.223]	[-0.204568059428595, 0.24008119338750838, 1.313]	[-0.09367007905896754, 0.22291695097088815, 1.239]
2024-07-12 18:52:31.257250	[0.0031914978884160132, 0.11164101495345426, 1.841]	[-0.17829098837915808, 0.246670601785183, 1.231]	[-0.10250412959698588, 0.23405179005861285, 1.373]
2024-07-12 18:52:31.427747	[0.012867395773530008, 0.17171663447221114, 1.826]	[-0.17134533369541172, 0.24487273538112644, 1.231]	[-0.09970062808133663, 0.23586785793304446, 1.375]
2024-07-12 18:52:31.660934	[0.01790104776620861, 0.18490275859832764, 1.84]	[-0.17278693679720164, 0.2389909768104553, 1.24]	[-0.09700902333855631, 0.23563981592655187, 1.364]
2024-07-12 18:52:31.816765	[0.023453701816499275, 0.1740466401179631, 1.826]	[-0.20282916496507825, 0.2332655493617058, 1.391]	[-0.08582103788852692, 0.2229847466945648, 1.24]
2024-07-12 18:52:31.986741	[0.02315891571342949, 0.17077217181523635, 1.82]	[-0.23381366577465088, 0.20210394024848932, 1.545]	[-0.08365694280713797, 0.22287739276885987, 1.24]
2024-07-12 18:52:32.220684	[0.02612211906909939, 0.17514753731091812, 1.826]	[-0.2890636361427605, 0.21919451570510864, 1.8940000000000001]	[-0.08312369893491267, 0.22599662101268767, 1.238]
2024-07-12 18:52:32.390951	[0.03033524548262362, 0.17252084485689792, 1.819]	[-0.3306433539530263, 0.20051001352071757, 2.1510000000000002]	[-0.08369965262711047, 0.2226257579922676, 1.238]
2024-07-12 18:52:32.624548	[0.02272517788410187, 0.07890215810139979, 1.264]	[-0.33922409381344915, 0.049252854585647585, 2.212]	[-0.08233574406243861, 0.23314742130041122, 1.226]
2024-07-12 18:52:32.844598	[0.030436038538813617, 0.05775152198473607, 1.276]	[-0.34310324272513393, -0.02015764836470282, 2.2520000000000002]	[-0.08186042442172765, 0.2390958774089813, 1.224]
2024-07-12 18:52:33.001558	[0.035540964536368846, 0.06838707506656651, 1.281]	[-0.34604506390448664, -0.0036799734036127314, 2.237]	[-0.08286845637112855, 0.2620670127868652, 1.224]
2024-07-12 18:52:33.223408	[0.03729162636771799, 0.079485227227211, 1.2710000000000001]	[-0.35388978601992127, 0.013399778842926027, 2.216]	[-0.08358044958394022, 0.2642334861159325, 1.223]
2024-07-12 18:52:33.445481	[0.03823135521635411, 0.09363166628281272, 1.231]	[-0.3589759087767452, 0.012398549795150756, 2.213]	[-0.08430225161835551, 0.2685404902100563, 1.226]
2024-07-12 18:52:33.617522	[0.024832388922572165, 0.20286564683914185, 1.399]	[-0.35306099045276645, 0.1277251777648926, 2.192]	[-0.08350502802059055, 0.23702915459871293, 1.225]
2024-07-12 18:52:33.788166	[-0.019889140225946903, 0.21847951865196227, 1.228]	[-0.27813866972923285, 0.2085055160522461, 1.92]	[-0.08380036469735205, 0.22472698217630388, 1.237]
2024-07-12 18:52:33.944591	[-0.025389340868219718, 0.23118664340178177, 1.379]	[-0.25430913977511227, 0.2124659696817398, 1.809]	[-0.08179816789459438, 0.23231516459584237, 1.227]
2024-07-12 18:52:34.177954	[-0.026205728475004433, 0.23620024347305296, 1.214]	[-0.19379633277934044, 0.2123753781517346, 1.397]	[-0.08114299137890339, 0.23833804607391357, 1.224]
2024-07-12 18:52:34.333957	[-0.03262869906239213, 0.24515339463949204, 1.217]	[-0.16628626389428974, 0.2335681398709616, 1.3900000000000001]	[-0.08117370082810521, 0.23095932793617246, 1.228]
2024-07-12 18:52:34.553612	[-0.03201112367212774, 0.2462178297638893, 1.217]	[-0.15730390278249978, 0.23596234154701232, 1.381]	[-0.08156568827480078, 0.23163399827480316, 1.228]
2024-07-12 18:52:34.709506	[-0.03091635933145882, 0.24951976048946387, 1.218]	[-0.15779388841241598, 0.23467213153839114, 1.385]	[-0.08114406734704971, 0.2316892235279083, 1.228]
