timestamp	sai2::optitrack::rigid_body_pos::1	sai2::optitrack::rigid_body_pos::2	sai2::optitrack::rigid_body_pos::3	sai2::optitrack::rigid_body_pos::4	sai2::optitrack::rigid_body_pos::5	sai2::optitrack::rigid_body_pos::6	sai2::optitrack::rigid_body_ori::1	sai2::optitrack::rigid_body_ori::2	sai2::optitrack::rigid_body_ori::3	sai2::optitrack::rigid_body_ori::4	sai2::optitrack::rigid_body_ori::5	sai2::optitrack::rigid_body_ori::6
2024-07-09 16:16:49.143936	[-0.005026082508265972, 1.6283347606658936, 0.6052969694137573]	[-0.592757523059845, 0.30154359340667725, 0.3611190915107727]	[-0.5356121063232422, 1.7649872303009033, 0.2622746527194977]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.0885787308216095, 0.14254260063171387, 0.6196269989013672]	[0.5378327965736389, 1.5037970542907715, 0.9274400472640991]	[0.028392789885401726, 0.7605105042457581, 0.004462957847863436, 0.6486892104148865]	[0.009397943504154682, 0.2185031920671463, -0.16945704817771912, 0.9609643220901489]	[-0.5803043842315674, 0.4586235284805298, -0.23057444393634796, -0.6322552561759949]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.04760425537824631, -0.5362529158592224, -0.03515421971678734, -0.8419803380966187]	[-0.2064048796892166, -0.06011143699288368, 0.7689343094825745, 0.6020994782447815]
2024-07-09 16:16:49.157755	[-0.012551982887089252, 1.6292283535003662, 0.6016125082969666]	[-0.5987123847007751, 0.29684093594551086, 0.35840916633605957]	[-0.5576446652412415, 1.7443537712097168, 0.25549769401550293]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.08873137086629868, 0.1425226777791977, 0.6191737651824951]	[0.5392435193061829, 1.4771662950515747, 0.9327157735824585]	[0.023839963600039482, 0.7634868621826172, 0.00616163806989789, 0.6453537344932556]	[0.02195930853486061, 0.20094479620456696, -0.17177824676036835, 0.9641738533973694]	[-0.5786260962486267, 0.43289515376091003, -0.24763894081115723, -0.6453437805175781]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.047399941831827164, -0.5390609502792358, -0.0360516756772995, -0.8401588201522827]	[-0.2120005339384079, -0.058538466691970825, 0.7475054860115051, 0.6267891526222229]
2024-07-09 16:16:49.170215	[-0.020364634692668915, 1.6300246715545654, 0.5977148413658142]	[-0.6036054491996765, 0.2921002507209778, 0.3568446636199951]	[-0.5789123773574829, 1.722697377204895, 0.2490832805633545]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.08903737366199493, 0.14262071251869202, 0.6187990307807922]	[0.5387250781059265, 1.4504026174545288, 0.9373021125793457]	[0.020174425095319748, 0.7661619186401367, 0.009817993268370628, 0.642255961894989]	[0.03465581685304642, 0.18747465312480927, -0.17437945306301117, 0.966045618057251]	[-0.5790380835533142, 0.40746989846229553, -0.2633683383464813, -0.655225396156311]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.046330954879522324, -0.5406489372253418, -0.03772899881005287, -0.8391237854957581]	[-0.21670956909656525, -0.05746743083000183, 0.7285035252571106, 0.6473153233528137]
2024-07-09 16:16:49.184300	[-0.024446900933980942, 1.630349040031433, 0.5957215428352356]	[-0.605607271194458, 0.2897959053516388, 0.35643434524536133]	[-0.5898552536964417, 1.7112191915512085, 0.24530453979969025]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.0891931876540184, 0.14268845319747925, 0.6186797022819519]	[0.537738025188446, 1.4369537830352783, 0.9393361210823059]	[0.017864327877759933, 0.7675897479057312, 0.010482436046004295, 0.6406067609786987]	[0.0398687981069088, 0.18122051656246185, -0.1725597232580185, 0.9673637747764587]	[-0.5787780284881592, 0.40322375297546387, -0.2711939513683319, -0.6548897624015808]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.045019228011369705, -0.5409107208251953, -0.0372995100915432, -0.8390456438064575]	[-0.21867311000823975, -0.056306980550289154, 0.7189427018165588, 0.6573683023452759]
2024-07-09 16:16:49.198161	[-0.03283205255866051, 1.6309314966201782, 0.5916181206703186]	[-0.6089109182357788, 0.28542259335517883, 0.3564707040786743]	[-0.600344717502594, 1.6997095346450806, 0.24213069677352905]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.08932530134916306, 0.142713725566864, 0.6185113191604614]	[0.5363634824752808, 1.4232286214828491, 0.9413328766822815]	[0.013945206068456173, 0.7700973749160767, 0.012932060286402702, 0.6376428604125977]	[0.04783425107598305, 0.1696339249610901, -0.17015831172466278, 0.9695268869400024]	[-0.5806543231010437, 0.382226824760437, -0.28985875844955444, -0.6578185558319092]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.043561626225709915, -0.541809618473053, -0.037844423204660416, -0.8385180830955505]	[-0.22169612348079681, -0.05603206530213356, 0.7088825106620789, 0.6672307252883911]
2024-07-09 16:16:49.214732	[-0.041489098221063614, 1.6315219402313232, 0.5873209238052368]	[-0.6113557815551758, 0.2810933589935303, 0.3577432930469513]	[-0.6212018132209778, 1.6762579679489136, 0.23624511063098907]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.0897907018661499, 0.1427750140428543, 0.6181417107582092]	[0.5300377011299133, 1.3822120428085327, 0.9462417960166931]	[0.010070711374282837, 0.772458553314209, 0.013795042410492897, 0.6348356008529663]	[0.0531412772834301, 0.1610928773880005, -0.1687549203634262, 0.9709515571594238]	[-0.5788490176200867, 0.353315144777298, -0.3099151849746704, -0.6663744449615479]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.04197406768798828, -0.5441584587097168, -0.03836142644286156, -0.8370533585548401]	[-0.22699899971485138, -0.05282202735543251, 0.6787696480751038, 0.6963856816291809]
2024-07-09 16:16:49.229198	[-0.045902177691459656, 1.631780982017517, 0.5850997567176819]	[-0.6124547719955444, 0.2788338363170624, 0.3586271405220032]	[-0.6410079002380371, 1.653134822845459, 0.23221850395202637]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.0898943692445755, 0.14283472299575806, 0.618010938167572]	[0.5272696614265442, 1.3683339357376099, 0.9476672410964966]	[0.005651563405990601, 0.7747271060943604, 0.015370003879070282, 0.6320837736129761]	[0.05672626569867134, 0.15395568311214447, -0.16446377336978912, 0.9726415276527405]	[-0.5877756476402283, 0.3418894112110138, -0.3256075084209442, -0.656971275806427]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.041234202682971954, -0.5457715392112732, -0.038785602897405624, -0.8360196352005005]	[-0.22952832281589508, -0.05045665428042412, 0.6677330136299133, 0.7063310742378235]
2024-07-09 16:16:49.242847	[-0.05502152070403099, 1.6322519779205322, 0.58063805103302]	[-0.614177942276001, 0.27411940693855286, 0.36139747500419617]	[-0.6630165576934814, 1.6271766424179077, 0.2232133448123932]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09018956124782562, 0.14296260476112366, 0.6176788210868835]	[0.5203521847724915, 1.3407117128372192, 0.9502408504486084]	[0.0035578899551182985, 0.7759348750114441, 0.017236001789569855, 0.6305676102638245]	[0.05763332173228264, 0.15162067115306854, -0.16460083425045013, 0.9729318022727966]	[-0.5792689919471741, 0.3562176823616028, -0.3318079710006714, -0.6538042426109314]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.0392400287091732, -0.5493692755699158, -0.03987203165888786, -0.833704948425293]	[-0.23725272715091705, -0.04630136862397194, 0.644461452960968, 0.7254217863082886]
2024-07-09 16:16:49.255916	[-0.06455585360527039, 1.6327641010284424, 0.5759777426719666]	[-0.615787148475647, 0.26933911442756653, 0.36534690856933594]	[-0.6734301447868347, 1.6148686408996582, 0.2211536318063736]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09036578238010406, 0.14298567175865173, 0.6175065636634827]	[0.5163316130638123, 1.3268128633499146, 0.9512840509414673]	[-0.0017026932910084724, 0.7783281803131104, 0.018594421446323395, 0.6275801062583923]	[0.058383554220199585, 0.1492805927991867, -0.16334639489650726, 0.9734601378440857]	[-0.5714696645736694, 0.3432141840457916, -0.34363141655921936, -0.6614710688591003]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.038125891238451004, -0.5530942678451538, -0.041926704347133636, -0.8311890959739685]	[-0.24513009190559387, -0.04485944285988808, 0.6182934045791626, 0.7453939914703369]
2024-07-09 16:16:49.268247	[-0.06948413699865341, 1.6329758167266846, 0.5735989809036255]	[-0.6164972186088562, 0.26692700386047363, 0.36775389313697815]	[-0.6937532424926758, 1.5896670818328857, 0.2179928869009018]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09079194068908691, 0.1430029273033142, 0.617102861404419]	[0.5068586468696594, 1.2990328073501587, 0.9526953101158142]	[-0.004299646243453026, 0.7794898748397827, 0.02004920318722725, 0.6260791420936584]	[0.05743423104286194, 0.14874513447284698, -0.1591527760028839, 0.9742929339408875]	[-0.5637022256851196, 0.33749017119407654, -0.349537193775177, -0.6679550409317017]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.0373387336730957, -0.5544781684875488, -0.04287659004330635, -0.8302538990974426]	[-0.2487395852804184, -0.04510367289185524, 0.6062976717948914, 0.753987729549408]
2024-07-09 16:16:49.283001	[-0.0795033648610115, 1.6333918571472168, 0.5688498616218567]	[-0.6176021695137024, 0.2617393732070923, 0.3732556104660034]	[-0.7121453285217285, 1.562853217124939, 0.21429066359996796]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09123316407203674, 0.1431356966495514, 0.616570770740509]	[0.49587395787239075, 1.2709792852401733, 0.953370988368988]	[-0.00960907805711031, 0.7819903492927551, 0.02246384136378765, 0.6228116154670715]	[0.053483009338378906, 0.15049298107624054, -0.15800848603248596, 0.9744356870651245]	[-0.5690661072731018, 0.31693631410598755, -0.36056408286094666, -0.6676141619682312]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.03518156707286835, -0.5567877888679504, -0.04454575479030609, -0.828713059425354]	[-0.2556157410144806, -0.043282926082611084, 0.5849747061729431, 0.7684996128082275]
2024-07-09 16:16:49.295258	[-0.08984488248825073, 1.633641004562378, 0.5639251470565796]	[-0.6185463666915894, 0.25638431310653687, 0.37898966670036316]	[-0.7293593287467957, 1.5348762273788452, 0.21106164157390594]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09148388355970383, 0.14325232803821564, 0.6163400411605835]	[0.48992598056793213, 1.2569491863250732, 0.9532740116119385]	[-0.014727834612131119, 0.7844976186752319, 0.025174126029014587, 0.6194456815719604]	[0.04963095858693123, 0.15048380196094513, -0.1565479189157486, 0.9748765230178833]	[-0.5701937079429626, 0.29325100779533386, -0.37867075204849243, -0.6674514412879944]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.03284133970737457, -0.5578112006187439, -0.046542417258024216, -0.8280109167098999]	[-0.25602683424949646, -0.04510272294282913, 0.5648455023765564, 0.783176600933075]
2024-07-09 16:16:49.309226	[-0.09514772891998291, 1.6337072849273682, 0.5614334344863892]	[-0.6189278364181519, 0.2534428834915161, 0.38220804929733276]	[-0.7380905151367188, 1.5210100412368774, 0.20985285937786102]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09202054888010025, 0.14350099861621857, 0.6159020066261292]	[0.4771730601787567, 1.2293986082077026, 0.9524279832839966]	[-0.0175493061542511, 0.7857838273048401, 0.02552712708711624, 0.617725133895874]	[0.04741461202502251, 0.15069159865379333, -0.15580430626869202, 0.9750738143920898]	[-0.5692830085754395, 0.28333231806755066, -0.3868241608142853, -0.6678373217582703]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.030896322801709175, -0.5584168434143066, -0.046448756009340286, -0.8276826739311218]	[-0.2535688877105713, -0.04937190189957619, 0.5553150177001953, 0.7905001640319824]
2024-07-09 16:16:49.322975	[-0.10600238293409348, 1.6335742473602295, 0.556311845779419]	[-0.6195619702339172, 0.24765780568122864, 0.38895395398139954]	[-0.7465893626213074, 1.5068981647491455, 0.2089373767375946]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.0923273041844368, 0.14357097446918488, 0.6156272888183594]	[0.4703593850135803, 1.2156997919082642, 0.9512373805046082]	[-0.022838665172457695, 0.7886930704116821, 0.026843581348657608, 0.6137761473655701]	[0.04013187065720558, 0.14621742069721222, -0.1500585377216339, 0.9769812226295471]	[-0.5722383856773376, 0.26239535212516785, -0.39912837743759155, -0.6666247844696045]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.02797722816467285, -0.5598847270011902, -0.0469520166516304, -0.8267660140991211]	[-0.24375689029693604, -0.051169831305742264, 0.5458346605300903, 0.8000180721282959]
2024-07-09 16:16:49.334835	[-0.11156344413757324, 1.633376955986023, 0.55376797914505]	[-0.6198150515556335, 0.24449843168258667, 0.3927527070045471]	[-0.7629254460334778, 1.4778718948364258, 0.2072952836751938]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09283683449029922, 0.14371700584888458, 0.6150796413421631]	[0.4555204510688782, 1.1886287927627563, 0.9492011666297913]	[-0.02542134001851082, 0.790168285369873, 0.027634892612695694, 0.6117386817932129]	[0.035391371697187424, 0.14379969239234924, -0.1501099318265915, 0.9775152802467346]	[-0.5707089304924011, 0.24851667881011963, -0.4113582372665405, -0.6658191680908203]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.026097441092133522, -0.5607231855392456, -0.04743508622050285, -0.8262314796447754]	[-0.24079610407352448, -0.05476156249642372, 0.524027943611145, 0.8151154518127441]
2024-07-09 16:16:49.350551	[-0.12289617210626602, 1.6328935623168945, 0.548565685749054]	[-0.6203468441963196, 0.23817551136016846, 0.4008271098136902]	[-0.7787548303604126, 1.448588490486145, 0.20615291595458984]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09326580911874771, 0.14389145374298096, 0.6145706176757812]	[0.43934035301208496, 1.162716269493103, 0.9459060430526733]	[-0.03072495199739933, 0.793146550655365, 0.02776549756526947, 0.6076213121414185]	[0.025620440021157265, 0.14018383622169495, -0.14942610263824463, 0.978449821472168]	[-0.5702842473983765, 0.22608157992362976, -0.4330008327960968, -0.6604341864585876]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.0232172179967165, -0.5618825554847717, -0.049870289862155914, -0.8253859877586365]	[-0.23395328223705292, -0.06148257851600647, 0.5007901191711426, 0.8310805559158325]
2024-07-09 16:16:49.364929	[-0.13442325592041016, 1.6323803663253784, 0.5435087084770203]	[-0.6205432415008545, 0.2351239174604416, 0.40543821454048157]	[-0.7864612936973572, 1.4340319633483887, 0.20592060685157776]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09350181370973587, 0.143950954079628, 0.6143103241920471]	[0.43077895045280457, 1.1501808166503906, 0.9438926577568054]	[-0.03535022586584091, 0.79554283618927, 0.027417046949267387, 0.6042435765266418]	[0.011414925567805767, 0.13548223674297333, -0.14850495755672455, 0.9795206189155579]	[-0.5670305490493774, 0.19360683858394623, -0.4767168462276459, -0.6432215571403503]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.01920856162905693, -0.5625428557395935, -0.05121637135744095, -0.8249566555023193]	[-0.23122519254684448, -0.06853168457746506, 0.4787910580635071, 0.8441548943519592]
2024-07-09 16:16:49.377742	[-0.1402824968099594, 1.6320439577102661, 0.54091477394104]	[-0.6208934783935547, 0.22864286601543427, 0.4150847792625427]	[-0.8000067472457886, 1.4033011198043823, 0.20503583550453186]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09397202730178833, 0.1440749168395996, 0.6138350963592529]	[0.4131067395210266, 1.1258318424224854, 0.9392948150634766]	[-0.03921033442020416, 0.7978969812393188, 0.026854272931814194, 0.6009174585342407]	[-0.003720192238688469, 0.13072992861270905, -0.14373452961444855, 0.9809364080429077]	[-0.5649873614311218, 0.1703711450099945, -0.493692010641098, -0.6387731432914734]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.015577991493046284, -0.5630134344100952, -0.05098225176334381, -0.8247266411781311]	[-0.22288374602794647, -0.0740666314959526, 0.4695294499397278, 0.8511046171188354]
2024-07-09 16:16:49.390982	[-0.15232178568840027, 1.6314098834991455, 0.5356926321983337]	[-0.6215004324913025, 0.22209423780441284, 0.4251958727836609]	[-0.8143147826194763, 1.374148964881897, 0.20574113726615906]	[0.383564293384552, 1.0439038276672363, -3.6579318046569824]	[-0.09456232935190201, 0.14415669441223145, 0.6132998466491699]	[0.39481663703918457, 1.1030359268188477, 0.9339966773986816]	[-0.04193377122282982, 0.7989615797996521, 0.024752937257289886, 0.599407434463501]	[-0.009771455079317093, 0.1291423887014389, -0.14432606101036072, 0.9810183048248291]	[-0.5643202662467957, 0.15990868210792542, -0.4997793436050415, -0.6373323202133179]	[-0.05377720296382904, -0.5806141495704651, -0.03714488074183464, -0.8115513920783997]	[-0.013755233958363533, -0.5629265308380127, -0.05152580142021179, -0.8247846364974976]	[-0.21355633437633514, -0.08014161139726639, 0.44730356335639954, 0.8648066520690918]
